6.207523614,071.558882,   88.27390248,     80.963101,     0041.30149
     025.06953,      0076.7794, 00060.25115,     0080.387099,    065.650037
    00067.849373,   0000050.5591,      0087.553,     58.7893371,    0024.114
    0058.0125,     92.15516945,      0000089.2318,     80.19086663,   25.57583155
    000000053.22, 00026.49397,95.15701, 0008.1054416,      085.447082
0051.281,   000026.103,      072.95972,      17.8048666,64.6170527
    91.6757504,00024.971,      0086.4135,     80.39115813,  0024.7540445
   0097.4863,95.973344, 31.77019437,   00082.433938,    00082.0263
     90.52510205,  00071.2015,      00047.019,      000065.458,000017.91
0095.822,    092.8784553,   24.54578,  00096.6081,   023.752513
     054.3822, 0093.451, 075.7419296,   057.78218,  37.06578183
71.06992887,  000029.959,     0000079.254,  00074.388613,   49.99745063
    0011.6757,  88.39715506,     0019.484,      18.16052706,  59.14335665
    00087.5707,      0086.781,   08.167067703,    000080.719,     0085.90391
056.803682, 000034.257,    20.44618699,   00077.185301,000034.1057
  088.76966123,  0037.1517,     027.48059308,  0083.434417,   086.04854
  2.0275214,     062.8638411,     0073.30967,    000064.8456,      00000092.782
    00037.289759,000068.82622,  0052.303935,      0025.238124,   018.3833764
  89.697837,  018.3664261,    8.239415927,010.37382,36.39693874
  058.6141, 0072.32599,     000021.0307,   000054.41,     0033.1206
     21.81705,     030.3000604,     007.836998,    0000029.783,      00000093.928
   02.582814,   0058.2247,      19.3410699,  95.198822,0000076.511
      07.843734,2.64604067,      00083.482, 000068.85833, 2.4096595
 0000073.0045, 0014.417878,    83.3315299,     99.7236502,  0000083.173
    0056.7734,80.9702352,  28.20074597,  35.6540612,   00079.811
      00061.921,  95.39910199,  0058.0269,73.5544895, 12.00501
 32.833283,  0098.077091,      00000060.076, 62.7914267,  77.0355264
     0093.41566, 0000077.8106,    00063.769, 0058.054024,    16.4929625
  70.0729204,      0096.172,     003.4397075,      035.325123,23.88266041
  070.5709316,   0067.731795, 0000025.898,    000025.7757,   08.6263025
  00041.06859,   00038.26821,     030.5545,    015.290618,56.22512485
    25.202728,  00086.06199,    030.9664058,    080.86699295,      13.07149579
      0062.60464,   83.44287597,78.20807198,0000073.107,   026.416328
     00087.165,      58.6027526,     071.2588, 0099.9237,000098.1106
  00072.96652,     0024.31321,7.9518579,     00073.166,  58.954341
  014.96349588,    42.14129546,    038.3802912,      00022.1259,     0008.50963
   83.253677,0066.92067,  00000025.053,  85.60453175, 30.86002023
      35.282629,      00052.28217,    56.95673862, 77.1935218,   035.918432
  010.12904,      091.396005,   0079.7571824,  0078.1437,     37.86202
49.02981632,     76.9907579,      031.67333,   00091.71186,   71.2616634
 59.04265683,0077.69552,     7.40759016,000051.101,    0099.99554
     097.120953,0063.47233,    000040.8127,   000014.58,    0067.168
062.2046,     00073.924644,00066.540746,00024.94222,      00052.392
 0000061.814, 23.559212,  0093.724,   53.467386,00044.61546
 70.32735029,      0086.109569,    000091.0403,94.03968479,      0.1709037075
   000086.7228,    0066.714,   88.6912725,  0037.4170727,0055.473823
  9.049335258,      28.7927504,   000051.266,  94.83657993,      03.42353449
     00000050.974,    38.65458464,    023.903075,0000000067.6,      048.4492244
 0000063.8298,      0000040.2433,   093.56782004,  034.8398,      0000062.151
  078.02994,     00030.883,      60.39431972, 0018.6052589,    33.0688294
     0035.7365,    00039.719, 63.89561009,   11.35167562,    045.178469
     28.91460978, 000080.776,    0000059.499,      0079.684,     000022.87695
      74.96252406,    00048.956,  0022.52873, 0098.888329,      33.80027
 000085.72,  005.7813599,    0023.327902,     44.22360063,    0036.0353476
      0000020.847,00.42498025,      00055.3792,   0000045.973,      0084.1268
  27.354052,    000060.98,      38.200422,  64.791355,000040.4291
    0001.853332,  000015.8029,     00012.3546,    000082.37544,     00057.36894
